"sk_evento","fk_tempo","fk_prospect","fk_vendedor","fk_cardapio","fk_tema","data_interesse","tipo_evento","duracao_horas","status","qtd_adultos","qtd_criancas","faturamento","custo","dias_para_evento","total_pessoas","lucro_total"
2210,NULL,330,1,NULL,NULL,"2021-10-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2211,NULL,601,2,2,NULL,"2021-10-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2212,NULL,701,3,1,4,"2021-10-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2213,NULL,320,4,NULL,NULL,"2021-10-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2214,NULL,801,5,2,NULL,"2021-10-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2215,NULL,901,6,1,6,"2021-10-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2216,NULL,315,7,NULL,NULL,"2021-10-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2217,NULL,1001,1,3,NULL,"2021-10-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2218,NULL,1101,2,2,2,"2021-10-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2219,NULL,440,3,NULL,NULL,"2021-10-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2220,NULL,1201,4,3,NULL,"2021-10-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2221,NULL,1301,5,1,8,"2021-10-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2222,NULL,240,6,NULL,NULL,"2021-10-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2223,NULL,1401,7,4,NULL,"2021-10-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2224,NULL,1501,1,1,5,"2021-10-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2225,NULL,312,2,NULL,NULL,"2021-10-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2226,NULL,1601,3,2,NULL,"2021-10-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2227,NULL,1701,4,1,7,"2021-10-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2228,NULL,250,5,NULL,NULL,"2021-10-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2229,NULL,1801,1,4,NULL,"2021-10-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2230,NULL,1901,6,1,5,"2021-10-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2231,NULL,312,2,NULL,NULL,"2021-10-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2232,NULL,2001,3,2,NULL,"2021-10-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2233,NULL,2101,4,1,8,"2021-10-31","Aniversário de adulto","04:00:00","Tornou-se cliente",42,35,"700.00","470.00",62,77,"230.00"
2234,NULL,101,1,1,2,"2021-11-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2235,NULL,450,2,NULL,NULL,"2021-11-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2236,NULL,201,3,3,NULL,"2021-11-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2237,NULL,301,4,2,1,"2021-11-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2238,NULL,430,5,NULL,NULL,"2021-11-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2239,NULL,401,6,4,NULL,"2021-11-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2240,NULL,501,7,3,5,"2021-11-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2241,NULL,330,1,NULL,NULL,"2021-11-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2242,NULL,601,2,2,NULL,"2021-11-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2243,NULL,701,3,1,4,"2021-11-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2244,NULL,320,4,NULL,NULL,"2021-11-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2245,NULL,801,5,2,NULL,"2021-11-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2246,NULL,901,6,1,6,"2021-11-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2247,NULL,315,7,NULL,NULL,"2021-11-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2248,NULL,1001,1,3,NULL,"2021-11-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2249,NULL,1101,2,2,2,"2021-11-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2250,NULL,440,3,NULL,NULL,"2021-11-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2251,NULL,1201,4,3,NULL,"2021-11-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2252,NULL,1301,5,1,8,"2021-11-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2253,NULL,240,6,NULL,NULL,"2021-11-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2254,NULL,1401,7,4,NULL,"2021-11-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2255,NULL,1501,1,1,5,"2021-11-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2256,NULL,312,2,NULL,NULL,"2021-11-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2257,NULL,1601,3,2,NULL,"2021-11-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2258,NULL,1701,4,1,7,"2021-11-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2259,NULL,250,5,NULL,NULL,"2021-11-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2260,NULL,1801,1,4,NULL,"2021-11-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2261,NULL,1901,6,1,5,"2021-11-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2262,NULL,312,2,NULL,NULL,"2021-11-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2263,NULL,2001,3,2,NULL,"2021-11-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2264,NULL,101,1,1,2,"2021-12-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",91,58,"130.00"
2265,NULL,450,2,NULL,NULL,"2021-12-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,90,65,NULL
2266,NULL,201,3,3,NULL,"2021-12-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",89,100,"400.00"
2267,NULL,301,4,2,1,"2021-12-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",88,58,"160.00"
2268,NULL,430,5,NULL,NULL,"2021-12-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,87,70,NULL
2269,NULL,401,6,4,NULL,"2021-12-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",86,83,"250.00"
2270,NULL,501,7,3,5,"2021-12-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",85,110,"420.00"
2271,NULL,330,1,NULL,NULL,"2021-12-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,84,62,NULL
2272,NULL,601,2,2,NULL,"2021-12-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",83,71,"200.00"
2273,NULL,701,3,1,4,"2021-12-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",82,95,"350.00"
2274,NULL,320,4,NULL,NULL,"2021-12-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,81,72,NULL
2275,NULL,801,5,2,NULL,"2021-12-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",80,64,"170.00"
2276,NULL,901,6,1,6,"2021-12-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",79,77,"210.00"
2277,NULL,315,7,NULL,NULL,"2021-12-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,78,61,NULL
2278,NULL,1001,1,3,NULL,"2021-12-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",77,108,"400.00"
2279,NULL,1101,2,2,2,"2021-12-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",76,72,"220.00"
2280,NULL,440,3,NULL,NULL,"2021-12-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,75,78,NULL
2281,NULL,1201,4,3,NULL,"2021-12-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",74,76,"210.00"
2282,NULL,1301,5,1,8,"2021-12-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",73,75,"230.00"
2283,NULL,240,6,NULL,NULL,"2021-12-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,72,70,NULL
2284,NULL,1401,7,4,NULL,"2021-12-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",71,102,"400.00"
2285,NULL,1501,1,1,5,"2021-12-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",70,60,"180.00"
2286,NULL,312,2,NULL,NULL,"2021-12-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,69,60,NULL
2287,NULL,1601,3,2,NULL,"2021-12-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",68,75,"230.00"
2288,NULL,1701,4,1,7,"2021-12-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",67,70,"230.00"
2289,NULL,250,5,NULL,NULL,"2021-12-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,66,70,NULL
2290,NULL,1801,1,4,NULL,"2021-12-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",65,100,"400.00"
2291,NULL,1901,6,1,5,"2021-12-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",64,60,"180.00"
2292,NULL,312,2,NULL,NULL,"2021-12-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,63,60,NULL
2293,NULL,2001,3,2,NULL,"2021-12-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",62,75,"230.00"
2294,NULL,2101,4,1,8,"2021-12-31","Aniversário de adulto","04:00:00","Tornou-se cliente",42,35,"700.00","470.00",61,77,"230.00"
2295,NULL,101,1,1,2,"2022-01-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2296,NULL,450,2,NULL,NULL,"2022-01-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2297,NULL,201,3,3,NULL,"2022-01-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2298,NULL,301,4,2,1,"2022-01-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2299,NULL,430,5,NULL,NULL,"2022-01-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2300,NULL,401,6,4,NULL,"2022-01-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2301,NULL,501,7,3,5,"2022-01-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2302,NULL,330,1,NULL,NULL,"2022-01-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2303,NULL,601,2,2,NULL,"2022-01-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2304,NULL,701,3,1,4,"2022-01-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2305,NULL,320,4,NULL,NULL,"2022-01-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2306,NULL,801,5,2,NULL,"2022-01-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2307,NULL,901,6,1,6,"2022-01-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2308,NULL,315,7,NULL,NULL,"2022-01-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2309,NULL,1001,1,3,NULL,"2022-01-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2310,NULL,1101,2,2,2,"2022-01-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2311,NULL,440,3,NULL,NULL,"2022-01-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2312,NULL,1201,4,3,NULL,"2022-01-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2313,NULL,1301,5,1,8,"2022-01-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2314,NULL,240,6,NULL,NULL,"2022-01-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2315,NULL,1401,7,4,NULL,"2022-01-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2316,NULL,1501,1,1,5,"2022-01-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2317,NULL,312,2,NULL,NULL,"2022-01-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2318,NULL,1601,3,2,NULL,"2022-01-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2319,NULL,1701,4,1,7,"2022-01-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2320,NULL,250,5,NULL,NULL,"2022-01-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2321,NULL,1801,1,4,NULL,"2022-01-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2322,NULL,1901,6,1,5,"2022-01-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2323,NULL,312,2,NULL,NULL,"2022-01-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,64,60,NULL
2324,NULL,2001,3,2,NULL,"2022-01-30","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",63,75,"230.00"
2325,NULL,2101,4,1,8,"2022-01-31","Aniversário de adulto","04:00:00","Tornou-se cliente",42,35,"700.00","470.00",62,77,"230.00"
2326,NULL,101,1,1,2,"2022-02-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",92,58,"130.00"
2327,NULL,450,2,NULL,NULL,"2022-02-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,91,65,NULL
2328,NULL,201,3,3,NULL,"2022-02-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",90,100,"400.00"
2329,NULL,301,4,2,1,"2022-02-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",89,58,"160.00"
2330,NULL,430,5,NULL,NULL,"2022-02-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,88,70,NULL
2331,NULL,401,6,4,NULL,"2022-02-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",87,83,"250.00"
2332,NULL,501,7,3,5,"2022-02-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",86,110,"420.00"
2333,NULL,330,1,NULL,NULL,"2022-02-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,85,62,NULL
2334,NULL,601,2,2,NULL,"2022-02-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",84,71,"200.00"
2335,NULL,701,3,1,4,"2022-02-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",83,95,"350.00"
2336,NULL,320,4,NULL,NULL,"2022-02-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,82,72,NULL
2337,NULL,801,5,2,NULL,"2022-02-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",81,64,"170.00"
2338,NULL,901,6,1,6,"2022-02-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",80,77,"210.00"
2339,NULL,315,7,NULL,NULL,"2022-02-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,79,61,NULL
2340,NULL,1001,1,3,NULL,"2022-02-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",78,108,"400.00"
2341,NULL,1101,2,2,2,"2022-02-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",77,72,"220.00"
2342,NULL,440,3,NULL,NULL,"2022-02-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,76,78,NULL
2343,NULL,1201,4,3,NULL,"2022-02-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",75,76,"210.00"
2344,NULL,1301,5,1,8,"2022-02-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",74,75,"230.00"
2345,NULL,240,6,NULL,NULL,"2022-02-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,73,70,NULL
2346,NULL,1401,7,4,NULL,"2022-02-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",72,102,"400.00"
2347,NULL,1501,1,1,5,"2022-02-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",71,60,"180.00"
2348,NULL,312,2,NULL,NULL,"2022-02-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,70,60,NULL
2349,NULL,1601,3,2,NULL,"2022-02-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",69,75,"230.00"
2350,NULL,1701,4,1,7,"2022-02-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",68,70,"230.00"
2351,NULL,250,5,NULL,NULL,"2022-02-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,67,70,NULL
2352,NULL,1801,1,4,NULL,"2022-02-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",66,100,"400.00"
2353,NULL,1901,6,1,5,"2022-02-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",65,60,"180.00"
2354,NULL,101,1,1,2,"2022-03-01","Aniversário infantil","04:00:00","Tornou-se cliente",28,30,"410.00","280.00",90,58,"130.00"
2355,NULL,450,2,NULL,NULL,"2022-03-02","Formatura","04:00:00","Desistência",40,25,NULL,NULL,89,65,NULL
2356,NULL,201,3,3,NULL,"2022-03-03","Casamento","04:00:00","Em negociação",55,45,"1100.00","700.00",88,100,"400.00"
2357,NULL,301,4,2,1,"2022-03-04","Chá revelação","04:00:00","Tornou-se cliente",26,32,"480.00","320.00",87,58,"160.00"
2358,NULL,430,5,NULL,NULL,"2022-03-05","Aniversário de 15 anos","04:00:00","Desistência",42,28,NULL,NULL,86,70,NULL
2359,NULL,401,6,4,NULL,"2022-03-06","Aniversário de adulto","04:00:00","Em negociação",48,35,"700.00","450.00",85,83,"250.00"
2360,NULL,501,7,3,5,"2022-03-07","Casamento","04:00:00","Tornou-se cliente",60,50,"1200.00","780.00",84,110,"420.00"
2361,NULL,330,1,NULL,NULL,"2022-03-08","Chá revelação","04:00:00","Desistência",30,32,NULL,NULL,83,62,NULL
2362,NULL,601,2,2,NULL,"2022-03-09","Aniversário infantil","04:00:00","Em negociação",35,36,"550.00","350.00",82,71,"200.00"
2363,NULL,701,3,1,4,"2022-03-10","Aniversário de 15 anos","04:00:00","Tornou-se cliente",50,45,"950.00","600.00",81,95,"350.00"
2364,NULL,320,4,NULL,NULL,"2022-03-11","Formatura","04:00:00","Desistência",46,26,NULL,NULL,80,72,NULL
2365,NULL,801,5,2,NULL,"2022-03-12","Chá revelação","04:00:00","Em negociação",28,36,"520.00","350.00",79,64,"170.00"
2366,NULL,901,6,1,6,"2022-03-13","Aniversário de adulto","04:00:00","Tornou-se cliente",44,33,"680.00","470.00",78,77,"210.00"
2367,NULL,315,7,NULL,NULL,"2022-03-14","Aniversário infantil","04:00:00","Desistência",31,30,NULL,NULL,77,61,NULL
2368,NULL,1001,1,3,NULL,"2022-03-15","Casamento","04:00:00","Em negociação",60,48,"1150.00","750.00",76,108,"400.00"
2369,NULL,1101,2,2,2,"2022-03-16","Formatura","04:00:00","Tornou-se cliente",50,22,"710.00","490.00",74,72,"220.00"
2370,NULL,440,3,NULL,NULL,"2022-03-17","Aniversário de 15 anos","04:00:00","Desistência",46,32,NULL,NULL,73,78,NULL
2371,NULL,1201,4,3,NULL,"2022-03-18","Aniversário infantil","04:00:00","Em negociação",36,40,"570.00","360.00",72,76,"210.00"
2372,NULL,1301,5,1,8,"2022-03-19","Aniversário de adulto","04:00:00","Tornou-se cliente",42,33,"700.00","470.00",71,75,"230.00"
2373,NULL,240,6,NULL,NULL,"2022-03-20","Formatura","04:00:00","Desistência",50,20,NULL,NULL,70,70,NULL
2374,NULL,1401,7,4,NULL,"2022-03-21","Casamento","04:00:00","Em negociação",60,42,"1110.00","710.00",69,102,"400.00"
2375,NULL,1501,1,1,5,"2022-03-22","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",68,60,"180.00"
2376,NULL,312,2,NULL,NULL,"2022-03-23","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,67,60,NULL
2377,NULL,1601,3,2,NULL,"2022-03-24","Aniversário de 15 anos","04:00:00","Em negociação",45,30,"680.00","450.00",66,75,"230.00"
2378,NULL,1701,4,1,7,"2022-03-25","Aniversário de adulto","04:00:00","Tornou-se cliente",40,30,"680.00","450.00",65,70,"230.00"
2379,NULL,250,5,NULL,NULL,"2022-03-26","Formatura","04:00:00","Desistência",50,20,NULL,NULL,64,70,NULL
2380,NULL,1801,1,4,NULL,"2022-03-27","Casamento","04:00:00","Em negociação",60,40,"1100.00","700.00",63,100,"400.00"
2381,NULL,1901,6,1,5,"2022-03-28","Chá revelação","04:00:00","Tornou-se cliente",25,35,"480.00","300.00",62,60,"180.00"
2382,NULL,312,2,NULL,NULL,"2022-03-29","Aniversário infantil","04:00:00","Desistência",32,28,NULL,NULL,61,60,NULL
